"","Sinkhorn_distance","Category"
"241",0.0923429014284839,"Vag vs. Pelv"
"242",0.058196577776308,"Vag vs. Pelv"
"243",0.108444201412908,"Vag vs. Pelv"
"244",0.0613831106137862,"Vag vs. Pelv"
"245",0.0382640449705031,"Vag vs. Pelv"
"246",0.0898015703092604,"Vag vs. Pelv"
"247",0.252979059080481,"Vag vs. Pelv"
"248",0.275119396619618,"Vag vs. Pelv"
"249",0.254305008662872,"Vag vs. Pelv"
"250",0.0812490305058689,"Vag vs. Pelv"
"251",0.1242065526291,"Vag vs. Pelv"
"252",0.0772964879067514,"Vag vs. Pelv"
"253",0.12803710877865,"Vag vs. Pelv"
"254",0.174054744310253,"Vag vs. Pelv"
"255",0.0541626241412781,"Vag vs. Pelv"
"256",0.144099945423488,"Vag vs. Pelv"
"257",0.0785295853876642,"Vag vs. Pelv"
"258",0.0807304284606566,"Vag vs. Pelv"
"259",0.095436706193401,"Vag vs. Pelv"
"260",0.0544669739027161,"Vag vs. Pelv"
"261",0.113138771271941,"Vag vs. Pelv"
"262",0.0580680236513924,"Vag vs. Pelv"
"263",0.0450785486784153,"Vag vs. Pelv"
"264",0.0883260258654781,"Vag vs. Pelv"
"265",0.244316275773294,"Vag vs. Pelv"
"266",0.265971405004122,"Vag vs. Pelv"
"267",0.247256292578188,"Vag vs. Pelv"
"268",0.0803801718684031,"Vag vs. Pelv"
"269",0.120240729006988,"Vag vs. Pelv"
"270",0.0768552414322065,"Vag vs. Pelv"
"271",0.123319090370742,"Vag vs. Pelv"
"272",0.169542816312261,"Vag vs. Pelv"
"273",0.0553036688944001,"Vag vs. Pelv"
"274",0.139095369188622,"Vag vs. Pelv"
"275",0.0770067535362114,"Vag vs. Pelv"
"276",0.0804465837017396,"Vag vs. Pelv"
"277",0.0930599879814732,"Vag vs. Pelv"
"278",0.0574374277166437,"Vag vs. Pelv"
"279",0.109602050175773,"Vag vs. Pelv"
"280",0.0603498658510734,"Vag vs. Pelv"
"281",0.0590427926625107,"Vag vs. Pelv"
"282",0.0845588413268764,"Vag vs. Pelv"
"283",0.228890565447171,"Vag vs. Pelv"
"284",0.250969590891512,"Vag vs. Pelv"
"285",0.232807465548291,"Vag vs. Pelv"
"286",0.0786549855854632,"Vag vs. Pelv"
"287",0.110404594605671,"Vag vs. Pelv"
"288",0.0749327915728275,"Vag vs. Pelv"
"289",0.113643469671125,"Vag vs. Pelv"
"290",0.156422799968743,"Vag vs. Pelv"
"291",0.0643486536126478,"Vag vs. Pelv"
"292",0.127841569513353,"Vag vs. Pelv"
"293",0.0766810732643949,"Vag vs. Pelv"
"294",0.0780596695260401,"Vag vs. Pelv"
"295",0.0884103972596001,"Vag vs. Pelv"
"296",0.0642614294228872,"Vag vs. Pelv"
"297",0.101920787975397,"Vag vs. Pelv"
"298",0.0658283281425308,"Vag vs. Pelv"
"299",0.0450990396918091,"Vag vs. Pelv"
"300",0.0870641730812216,"Vag vs. Pelv"
"301",0.245071955857993,"Vag vs. Pelv"
"302",0.266823425060594,"Vag vs. Pelv"
"303",0.24746491434319,"Vag vs. Pelv"
"304",0.0798917310522406,"Vag vs. Pelv"
"305",0.119066303846275,"Vag vs. Pelv"
"306",0.0759554992640764,"Vag vs. Pelv"
"307",0.123685825538616,"Vag vs. Pelv"
"308",0.168021237394606,"Vag vs. Pelv"
"309",0.0558642413232891,"Vag vs. Pelv"
"310",0.138348250872676,"Vag vs. Pelv"
"311",0.0773778919377023,"Vag vs. Pelv"
"312",0.0782486952177768,"Vag vs. Pelv"
"313",0.0930699691238852,"Vag vs. Pelv"
"314",0.0572161029988154,"Vag vs. Pelv"
"315",0.109428167968768,"Vag vs. Pelv"
"316",0.0602560955931382,"Vag vs. Pelv"
"317",0.0707382534884088,"Vag vs. Pelv"
"318",0.0821122926815827,"Vag vs. Pelv"
"319",0.216945437341038,"Vag vs. Pelv"
"320",0.239218253476174,"Vag vs. Pelv"
"321",0.218699287490447,"Vag vs. Pelv"
"322",0.0769373934100179,"Vag vs. Pelv"
"323",0.104061423825717,"Vag vs. Pelv"
"324",0.0759471494026837,"Vag vs. Pelv"
"325",0.108433228484678,"Vag vs. Pelv"
"326",0.143886135854089,"Vag vs. Pelv"
"327",0.0719946177146428,"Vag vs. Pelv"
"328",0.119658421361875,"Vag vs. Pelv"
"329",0.0772855561958257,"Vag vs. Pelv"
"330",0.0770089113010206,"Vag vs. Pelv"
"331",0.0864710416734022,"Vag vs. Pelv"
"332",0.0713655653484075,"Vag vs. Pelv"
"333",0.0972487867898108,"Vag vs. Pelv"
"334",0.0717129908430297,"Vag vs. Pelv"
"335",0.0706838337355675,"Vag vs. Pelv"
"336",0.0843426074974305,"Vag vs. Pelv"
"337",0.218224114937174,"Vag vs. Pelv"
"338",0.238904362307854,"Vag vs. Pelv"
"339",0.222728138206466,"Vag vs. Pelv"
"340",0.0806878325694972,"Vag vs. Pelv"
"341",0.10719719638172,"Vag vs. Pelv"
"342",0.0789608227722503,"Vag vs. Pelv"
"343",0.106069363889537,"Vag vs. Pelv"
"344",0.151349242133804,"Vag vs. Pelv"
"345",0.0742392656620675,"Vag vs. Pelv"
"346",0.122644123611107,"Vag vs. Pelv"
"347",0.0793215772968668,"Vag vs. Pelv"
"348",0.0822417140637261,"Vag vs. Pelv"
"349",0.0858654487825502,"Vag vs. Pelv"
"350",0.0721337318460972,"Vag vs. Pelv"
"351",0.096382134477857,"Vag vs. Pelv"
"352",0.0728410563866813,"Vag vs. Pelv"
"353",0.0812026116450352,"Vag vs. Pelv"
"354",0.0813786750417624,"Vag vs. Pelv"
"355",0.207408266253142,"Vag vs. Pelv"
"356",0.227320946168843,"Vag vs. Pelv"
"357",0.208203717654973,"Vag vs. Pelv"
"358",0.0778915955861505,"Vag vs. Pelv"
"359",0.0998008782291459,"Vag vs. Pelv"
"360",0.0787461097064535,"Vag vs. Pelv"
"361",0.103153254608595,"Vag vs. Pelv"
"362",0.13606838347456,"Vag vs. Pelv"
"363",0.0791654049016643,"Vag vs. Pelv"
"364",0.114145943069445,"Vag vs. Pelv"
"365",0.0786293620971034,"Vag vs. Pelv"
"366",0.0773762400014575,"Vag vs. Pelv"
"367",0.0855555896163447,"Vag vs. Pelv"
"368",0.0783813924449016,"Vag vs. Pelv"
"369",0.0934618940191227,"Vag vs. Pelv"
"370",0.0776359452964865,"Vag vs. Pelv"
"371",0.0481373272151217,"Vag vs. Pelv"
"372",0.0875733456181243,"Vag vs. Pelv"
"373",0.241032378887729,"Vag vs. Pelv"
"374",0.262679005096978,"Vag vs. Pelv"
"375",0.244488718470016,"Vag vs. Pelv"
"376",0.0805137514083751,"Vag vs. Pelv"
"377",0.118750733195239,"Vag vs. Pelv"
"378",0.07747511379065,"Vag vs. Pelv"
"379",0.121139822170219,"Vag vs. Pelv"
"380",0.16754189265495,"Vag vs. Pelv"
"381",0.0583652165852087,"Vag vs. Pelv"
"382",0.137920057830196,"Vag vs. Pelv"
"383",0.0777661741328547,"Vag vs. Pelv"
"384",0.0803886138748798,"Vag vs. Pelv"
"385",0.0923065379829009,"Vag vs. Pelv"
"386",0.0590480987381588,"Vag vs. Pelv"
"387",0.107872194243888,"Vag vs. Pelv"
"388",0.0620713962632319,"Vag vs. Pelv"
"389",0.110869467856288,"Vag vs. Pelv"
"390",0.0871974692765009,"Vag vs. Pelv"
"391",0.180304948664544,"Vag vs. Pelv"
"392",0.20065040362198,"Vag vs. Pelv"
"393",0.182387837548342,"Vag vs. Pelv"
"394",0.0889286033840434,"Vag vs. Pelv"
"395",0.089569344640561,"Vag vs. Pelv"
"396",0.0895204142114747,"Vag vs. Pelv"
"397",0.0973260235353215,"Vag vs. Pelv"
"398",0.118360167059296,"Vag vs. Pelv"
"399",0.102738396527215,"Vag vs. Pelv"
"400",0.098459724056363,"Vag vs. Pelv"
"401",0.0918036386200415,"Vag vs. Pelv"
"402",0.0855662072732774,"Vag vs. Pelv"
"403",0.0908619380143549,"Vag vs. Pelv"
"404",0.101565547399658,"Vag vs. Pelv"
"405",0.0923034475584903,"Vag vs. Pelv"
"406",0.0989005552462762,"Vag vs. Pelv"
