,area,perim,eccentr,orient,ext,disp,elong,ens_location,sample_id
4233,267745.52,2226.598,2.98E+15,-88.482,7.482,6.225,1.257,middle,mid-sub-KM139-2-sam-139-2-1
4234,66303.347,918.915,8.57E+12,-81.615,6.164,5.786,0.378,middle,mid-sub-KM139-2-sam-139-2-1
4235,182414.48,1495.991,2.78E+14,77.127,6.792,6.165,0.626,middle,mid-sub-KM139-2-sam-139-2-1
4236,273740.987,2003.418,1.00E+14,85.903,6.529,6.334,0.195,middle,mid-sub-KM139-2-sam-139-2-1
4237,154597.717,1464.589,1.17E+13,11.827,6.526,6.386,0.14,middle,mid-sub-KM139-2-sam-139-2-1
4238,90542.096,1077.102,9.33E+13,-88.73,6.562,5.581,0.981,middle,mid-sub-KM139-2-sam-139-2-1
4239,7321.167,257.989,940125215.5,50.48,3.99,3.894,0.096,middle,mid-sub-KM139-2-sam-139-2-1
4240,226800.199,1809.226,7.23E+14,87.556,7.154,6.495,0.659,middle,mid-sub-KM139-2-sam-139-2-1
4241,50917.888,788.608,3.72E+12,41.051,6.004,5.64,0.364,middle,mid-sub-KM139-2-sam-139-2-1
4242,107381.697,1272.26,2.27E+14,-86.276,7.042,6.169,0.873,middle,mid-sub-KM139-2-sam-139-2-1
4243,24610.312,599.89,4.33E+12,88.97,6.089,5.284,0.805,middle,mid-sub-KM139-2-sam-139-2-1
4244,101179.806,1175.245,6.30E+13,85.864,6.543,5.982,0.561,middle,mid-sub-KM139-2-sam-139-2-1
4245,34470.493,648.847,1.70E+12,25.384,5.834,5.414,0.419,middle,mid-sub-KM139-2-sam-139-2-1
4246,121645.586,1245.771,1.94E+13,78.525,6.615,6.351,0.264,middle,mid-sub-KM139-2-sam-139-2-1
4247,130299.334,1319.72,1.79E+14,84.005,6.735,5.995,0.74,middle,mid-sub-KM139-2-sam-139-2-1
4248,28630.991,648.416,1.08E+13,89.702,6.487,5.349,1.138,middle,mid-sub-KM139-2-sam-139-2-1
4249,395599.878,2481.558,4.41E+14,-81.462,6.86,6.617,0.243,middle,mid-sub-KM139-2-sam-139-2-1
4250,181097.954,1661.228,7.61E+14,82.671,7.424,6.528,0.895,middle,mid-sub-KM139-2-sam-139-2-1
4251,49885.768,781.663,7.33E+12,-70.502,6.297,5.769,0.527,middle,mid-sub-KM139-2-sam-139-2-1
4252,141675.582,1321.936,1.35E+14,-26.337,6.517,5.929,0.588,middle,mid-sub-KM139-2-sam-139-2-1
4253,191231.073,1770.626,9.64E+14,86.119,7.665,6.455,1.21,middle,mid-sub-KM139-2-sam-139-2-1
4254,13247.825,359.261,438525229.1,-4.818,4.675,4.647,0.028,middle,mid-sub-KM139-2-sam-139-2-1
4255,194077.429,1515.204,1.91E+13,28.295,6.394,6.247,0.147,middle,mid-sub-KM139-2-sam-139-2-1
4256,197497.184,1677.664,7.16E+14,-86.359,7.039,6.068,0.971,middle,mid-sub-KM139-2-sam-139-2-1
4257,191526.947,1549.221,2.64E+12,-64.317,6.504,6.452,0.052,middle,mid-sub-KM139-2-sam-139-2-1
4258,239327.834,1854.103,1.75E+14,33.272,6.843,6.464,0.379,middle,mid-sub-KM139-2-sam-139-2-1
4259,22610.295,672.889,1.18E+13,89.308,6.482,5.062,1.42,middle,mid-sub-KM139-2-sam-139-2-1
4260,16103.355,456.644,1.39E+12,83.717,5.71,4.709,1.001,middle,mid-sub-KM139-2-sam-139-2-1
4261,113230.373,1180.998,8.01E+12,-72.99,6.345,6.164,0.181,middle,mid-sub-KM139-2-sam-139-2-1
4262,57901.895,844.688,1.15E+12,-27.452,6.075,5.899,0.176,middle,mid-sub-KM139-2-sam-139-2-1
4263,34025.534,588.242,6.6704E+11,-29.329,5.489,5.17,0.319,middle,mid-sub-KM139-2-sam-139-2-1
4264,39482.005,685.409,1.23E+12,88.626,5.639,5.325,0.314,middle,mid-sub-KM139-2-sam-139-2-1
4265,1021055.028,5585.505,2.87E+17,-5.534,8.842,6.093,2.749,middle,mid-sub-KM139-2-sam-139-2-1
4266,37078.314,653.865,1.01E+12,16.564,5.556,5.249,0.307,middle,mid-sub-KM139-2-sam-139-2-1
4267,155230.75,1333.647,4.82E+13,-4.461,6.592,6.271,0.321,middle,mid-sub-KM139-2-sam-139-2-1
4268,19690.544,458.392,7.35019E+11,40.453,5.276,4.543,0.734,middle,mid-sub-KM139-2-sam-139-2-1
4269,73941.03,907.14,5.95E+12,9.105,6.063,5.772,0.291,middle,mid-sub-KM139-2-sam-139-2-1
4270,71578.624,1052.329,8.14E+12,31.596,6.846,6.12,0.726,middle,mid-sub-KM139-2-sam-139-2-1
4271,38612.732,727.966,1.32E+13,85.099,6.551,5.512,1.038,middle,mid-sub-KM139-2-sam-139-2-1
4272,45082.973,844.32,5.16E+13,2.681,7.364,5.461,1.904,middle,mid-sub-KM139-2-sam-139-2-1
4273,14750.132,439.142,9.10435E+11,-10.328,5.928,4.703,1.224,middle,mid-sub-KM139-2-sam-139-2-1
4274,242240.721,2413.291,2.72E+15,-5.734,7.208,5.243,1.966,middle,mid-sub-WT1-sam-1-1
4275,126788.419,1553.626,1.07E+15,0.404,7.63,5.544,2.087,middle,mid-sub-WT1-sam-1-1
4276,299469.312,3586.61,5.91E+16,-0.846,8.547,5.256,3.291,middle,mid-sub-WT1-sam-1-1
4277,25387.033,666.211,1.07E+13,1.341,6.721,5.151,1.57,middle,mid-sub-WT1-sam-1-1
4278,14761.716,467.828,1.96E+12,-3.675,6.677,5.257,1.42,middle,mid-sub-WT1-sam-1-1
4279,25838.735,706.772,1.68E+13,-2.612,7.192,4.689,2.503,middle,mid-sub-WT1-sam-1-1
4280,112673.302,1209.724,5.34E+12,60.883,6.458,6.248,0.211,middle,mid-sub-WT1-sam-1-1
4281,18943.973,461.073,2.50021E+11,-11.103,5.254,4.884,0.371,middle,mid-sub-WT1-sam-1-1
4282,33478.691,667.806,6.19E+12,-0.053,6.02,5.246,0.774,middle,mid-sub-WT1-sam-1-1
4283,25650.717,540.915,5.65886E+11,31.21,5.583,5.238,0.345,middle,mid-sub-WT1-sam-1-1
4284,70465.526,920.245,1.76E+13,-22.297,6.218,5.647,0.571,middle,mid-sub-WT1-sam-1-1
4285,29853.61,642.655,32222009526,-64.567,5.731,5.666,0.065,middle,mid-sub-WT1-sam-1-1
4286,27239.699,624.027,2.46E+12,87.151,5.619,5.049,0.57,middle,mid-sub-WT1-sam-1-1
4287,49487.747,822.841,1.15E+13,-82.39,6.189,5.574,0.614,middle,mid-sub-WT1-sam-1-1
4288,17735.612,529.132,1.89E+12,-89.148,6.155,5.326,0.829,middle,mid-sub-WT1-sam-1-1
4289,41969.315,698.065,1.08E+13,7.539,6.074,5.296,0.778,middle,mid-sub-WT1-sam-1-1
4290,50563.119,770.166,6.26476E+11,22.621,5.947,5.787,0.16,middle,mid-sub-WT1-sam-1-1
4291,3962.138,206.34,22887652275,-5.854,4.803,4.018,0.784,middle,mid-sub-WT1-sam-1-1
4292,64568.176,863.072,9.80238E+11,6.687,5.687,5.554,0.133,middle,mid-sub-WT1-sam-1-1
4293,39057.327,678.057,6.10E+12,-0.736,5.986,5.354,0.632,middle,mid-sub-WT1-sam-1-1
4294,28214.184,577.409,79773616584,3.775,5.289,5.181,0.109,middle,mid-sub-WT1-sam-1-1
4295,52030.577,830.835,6.07E+12,89.306,5.542,5.079,0.463,middle,mid-sub-WT1-sam-1-1
4296,41338.766,717.149,2.03E+12,-11.12,5.824,5.536,0.288,middle,mid-sub-WT1-sam-1-1
4297,10879.829,352.137,15699349685,17.951,4.558,4.382,0.176,middle,mid-sub-WT1-sam-1-1
4298,40047.861,695.86,1.84E+12,-49.103,5.759,5.393,0.367,middle,mid-sub-WT1-sam-1-1
4299,17549.887,432.625,4.08626E+11,43.843,5.067,4.501,0.566,middle,mid-sub-WT1-sam-1-1
4300,11122.877,366.177,64171396399,-1.46,4.713,4.378,0.334,middle,mid-sub-WT1-sam-1-1
4301,45936.039,793.076,1.40E+13,8.242,6.106,5.418,0.687,middle,mid-sub-WT1-sam-1-1
4302,522403.781,4498.442,2.25E+17,-89.152,8.837,5.785,3.051,middle,mid-sub-WT1-sam-1-1
4303,143833.868,1255.655,4.86E+13,-23.638,6.31,5.891,0.419,middle,mid-sub-WT1-sam-1-1
4304,37826.037,649.546,7.94095E+11,16.419,5.458,5.194,0.263,middle,mid-sub-WT1-sam-1-1
4305,18515.2,472.389,84408571526,-46.927,5.302,5.067,0.234,middle,mid-sub-WT1-sam-1-1
4306,12340.409,380.128,2.02257E+11,5.253,4.743,4.178,0.565,middle,mid-sub-WT1-sam-1-1
4307,26785.704,586.127,62859464533,10.953,4.99,4.888,0.102,middle,mid-sub-WT1-sam-1-1
4308,28044.509,595.858,6.15E+12,-11.473,5.798,4.715,1.083,middle,mid-sub-WT1-sam-1-1
4309,35505.618,665.145,5.78E+12,-3.753,5.909,5.2,0.709,middle,mid-sub-WT1-sam-1-1
4310,24492.8,547.276,1.05645E+11,5.742,5.055,4.919,0.136,middle,mid-sub-WT1-sam-1-1
4311,119501.57,1167.184,3.47E+13,-9.114,6.221,5.881,0.34,middle,mid-sub-WT1-sam-1-1
4312,36395.265,651.992,1.64E+12,11.461,5.735,5.348,0.387,middle,mid-sub-WT1-sam-1-1
4313,24178.673,520.818,1.781E+11,10.432,5.208,5.011,0.197,middle,mid-sub-WT1-sam-1-1
4314,4.586,7.311,NA,NA,NA,NA,NA,middle,mid-sub-WT1-sam-1-1
4315,1676.113,171.064,5522942817,87.881,5.194,2.534,2.66,middle,mid-sub-WT1-sam-1-1
4316,37557.767,711.522,1.44E+13,-1.336,6.135,5.101,1.034,middle,mid-sub-WT1-sam-1-1
4317,35886.24,643.185,1.46E+12,70.979,5.491,5.105,0.386,middle,mid-sub-WT1-sam-1-1
4318,12278.501,368.382,97464981273,14.487,4.771,4.34,0.431,middle,mid-sub-WT1-sam-1-1
4319,49049.802,836.361,1.64E+13,-3.664,6.404,5.758,0.647,middle,mid-sub-WT1-sam-1-1
4320,10785.82,397.197,1.30E+12,0.494,5.878,4.534,1.344,middle,mid-sub-WT1-sam-1-1
4321,9483.451,347.854,3.87395E+11,-5.57,5.455,4.359,1.096,middle,mid-sub-WT1-sam-1-1
4322,31527.43,617.881,5.33658E+11,-16.361,5.549,5.313,0.237,middle,mid-sub-WT1-sam-1-1
4323,28246.284,618.92,7.79118E+11,-15.711,5.428,5.069,0.358,middle,mid-sub-WT1-sam-1-1
4324,16336.941,474.252,7.17077E+11,84.386,5.688,4.738,0.95,middle,mid-sub-WT1-sam-1-1
4325,25423.719,597.291,3.25E+12,-2.76,5.979,5.219,0.761,middle,mid-sub-WT1-sam-1-1
4326,30286.969,594.541,2.54261E+11,27.549,5.254,5.064,0.189,middle,mid-sub-WT1-sam-1-1
4327,43629.377,684.177,1.7045E+11,67.242,5.485,5.389,0.095,middle,mid-sub-WT1-sam-1-1
4328,18285.909,566.182,4.74E+12,2.837,5.996,4.637,1.359,middle,mid-sub-WT1-sam-1-1
4329,30202.131,600.66,3.74E+12,5.82,5.612,4.936,0.676,middle,mid-sub-WT1-sam-1-1
4330,46555.123,735.383,3.66681E+11,-63.774,5.515,5.388,0.128,middle,mid-sub-WT1-sam-1-1
4331,43384.036,695.036,6.92E+12,66.537,5.91,5.239,0.671,middle,mid-sub-WT1-sam-1-1
4332,38497.858,735.776,2.61E+12,-17.007,5.881,5.487,0.394,middle,mid-sub-WT1-sam-1-1
4333,51232.647,779.036,2.97E+12,42.76,5.898,5.575,0.323,middle,mid-sub-WT1-sam-1-1
4334,142733.274,1259.177,4.32E+13,-44.735,6.366,6.015,0.352,middle,mid-sub-WT1-sam-1-1
4335,15917.34,402.708,1.16186E+11,-63.687,5.277,4.924,0.354,middle,mid-sub-WT1-sam-1-1
4336,35952.735,617.703,5.14941E+11,-4.832,5.393,5.158,0.234,middle,mid-sub-WT1-sam-1-1
4337,20177.555,466.458,2.75347E+11,-55.445,5.248,4.913,0.335,middle,mid-sub-WT1-sam-1-1
4338,15133.166,419.131,2.27072E+11,67.392,4.854,4.391,0.462,middle,mid-sub-WT1-sam-1-1
4339,49939.449,738.233,5.07E+12,-29.131,5.86,5.247,0.613,middle,mid-sub-WT1-sam-1-1
4340,21009.879,533.845,1.79E+12,12.887,5.84,5.137,0.703,middle,mid-sub-WT1-sam-1-1
4341,14456.76,401.023,3.5293E+11,-9.338,5.224,4.619,0.605,middle,mid-sub-WT1-sam-1-1
4342,47325.538,717.768,3.86E+12,-18.734,5.558,5.11,0.448,middle,mid-sub-WT1-sam-1-1
4343,46658.303,759.674,7.69E+12,20.463,5.81,5.256,0.554,middle,mid-sub-WT1-sam-1-1
4344,22647.013,501.241,1.15E+12,22.616,5.596,4.94,0.655,middle,mid-sub-WT1-sam-1-1
4345,30046.214,562.608,4.67463E+11,-69.699,5.346,5.066,0.28,middle,mid-sub-WT1-sam-1-1
4346,15559.647,430.51,13402557831,-63.705,4.906,4.773,0.133,middle,mid-sub-WT1-sam-1-1
4347,47917.108,728.197,2.64E+12,2.94,5.896,5.533,0.363,middle,mid-sub-WT1-sam-1-1
4348,22892.353,558.871,1.62E+12,-87.029,5.397,4.728,0.669,middle,mid-sub-WT1-sam-1-1
4349,32190.079,578.7,1.52E+12,21.736,5.564,5.135,0.429,middle,mid-sub-WT1-sam-1-1
4350,61275.566,887.237,2.18E+13,-1.926,6.216,5.548,0.668,middle,mid-sub-WT1-sam-1-1
4351,20030.809,442.141,18847353081,-67.333,4.768,4.658,0.11,middle,mid-sub-WT1-sam-1-1
4352,31747.549,659.823,7.50E+12,-1.399,5.888,4.997,0.891,middle,mid-sub-WT1-sam-1-1
4353,18033.69,557.427,3.69E+12,8.552,6.146,4.972,1.174,middle,mid-sub-WT1-sam-1-1
4354,25953.38,565.726,5.07E+12,-10.551,5.872,4.868,1.004,middle,mid-sub-WT1-sam-1-1
4355,15435.83,420.6,5.11682E+11,-12.231,5.187,4.591,0.596,middle,mid-sub-WT1-sam-1-1
4356,15600.919,409.956,26240672100,73.27,4.833,4.681,0.152,middle,mid-sub-WT1-sam-1-1
4357,43436.773,700.726,1.55E+12,26.956,5.385,5.093,0.292,middle,mid-sub-WT1-sam-1-1
4358,5530.484,280.367,74035037179,-1.875,5.458,4.656,0.802,middle,mid-sub-WT1-sam-1-1
4359,59922.753,815.199,1.44E+12,-13.579,5.729,5.554,0.175,middle,mid-sub-WT1-sam-1-1
4360,24790.878,507.88,1.22E+12,47.371,5.392,4.76,0.633,middle,mid-sub-WT1-sam-1-1
4361,42116.061,711.675,4.88E+12,11.818,6.038,5.506,0.532,middle,mid-sub-WT1-sam-1-1
4362,34668.708,605.956,7.73536E+11,-89.497,5.52,5.254,0.265,middle,mid-sub-WT1-sam-1-1
4363,3884.179,276.756,1.46368E+11,88.695,6.911,4.151,2.76,middle,mid-sub-WT1-sam-1-1
4364,32536.308,674.472,5.75E+12,8.278,6.077,5.359,0.718,middle,mid-sub-WT1-sam-1-1
4365,41478.633,694.973,3.8513E+11,38.133,5.351,5.194,0.156,middle,mid-sub-WT1-sam-1-1
4366,23853.08,548.987,1.87953E+11,-36.487,5.84,5.633,0.207,middle,mid-sub-WT1-sam-1-1
4367,30706.57,620.175,1.89E+12,-0.5,5.801,5.322,0.479,middle,mid-sub-WT1-sam-1-1
4368,244377.708,1842.669,1.62E+14,-82.428,6.192,5.862,0.33,middle,mid-sub-WT1-sam-1-1
4369,29509.674,583.377,1.34E+12,80.103,5.555,5.157,0.397,middle,mid-sub-WT1-sam-1-1
4370,67411.377,890.176,1.23E+13,-0.169,6.143,5.723,0.419,middle,mid-sub-WT1-sam-1-1
4371,46931.159,875.212,5.51E+13,-6.427,6.358,4.786,1.571,middle,mid-sub-WT1-sam-1-1
4372,13069.553,423.87,7.29407E+11,-3.542,5.341,4.46,0.88,middle,mid-sub-WT1-sam-1-1
4373,13241.521,420.69,5.90664E+11,7.038,5.51,4.744,0.766,middle,mid-sub-WT1-sam-1-1
4374,24316.247,507.665,3.24453E+11,40.587,5.25,4.915,0.335,middle,mid-sub-WT1-sam-1-1
4375,59762.25,864.872,9.13E+12,-24.532,6.075,5.592,0.483,middle,mid-sub-WT1-sam-1-1
4376,140965.445,1319.064,4.25E+13,-47.487,6.519,6.21,0.309,middle,mid-sub-WT1-sam-1-1
4377,29349.171,567.841,8.0891E+11,14.131,5.339,4.981,0.359,middle,mid-sub-WT1-sam-1-1
4378,26079.49,549.114,2.10E+12,24.737,5.94,5.19,0.75,middle,mid-sub-WT1-sam-1-1
4379,61248.051,859.03,3.61276E+11,7.211,5.795,5.713,0.082,middle,mid-sub-WT1-sam-1-1
4380,30069.143,643.516,8.05E+12,-7.068,6.101,5.142,0.96,middle,mid-sub-WT1-sam-1-1
4381,46408.377,779.188,1.35E+13,83.482,6.041,5.287,0.753,middle,mid-sub-WT1-sam-1-1
4382,152844.98,1715.31,7.60E+14,-86.853,7.077,5.926,1.151,middle,mid-sub-WT1-sam-1-1
4383,78880.483,1123.735,8.95E+12,-76.454,6.034,5.72,0.314,middle,mid-sub-WT1-sam-1-1
4384,17756.249,453.914,1.39819E+11,-66.337,5.42,5.076,0.343,middle,mid-sub-WT1-sam-1-1
4385,29213.89,569.032,1.12E+12,-0.798,5.708,5.238,0.471,middle,mid-sub-WT1-sam-1-1
4386,43528.489,706.111,1.19E+13,81.453,5.759,4.962,0.797,middle,mid-sub-WT1-sam-1-1
4387,44298.905,786.347,6.75E+12,-4.964,5.81,5.27,0.54,middle,mid-sub-WT1-sam-1-1
4388,45628.789,750.284,1.88E+13,-8.823,5.981,5.014,0.968,middle,mid-sub-WT1-sam-1-1
4389,21209.362,525.495,2.00E+12,0.064,5.684,4.863,0.82,middle,mid-sub-WT1-sam-1-1
4390,45438.478,753.643,2.40549E+11,82.135,5.617,5.503,0.114,middle,mid-sub-WT1-sam-1-1
4391,33678.174,589.927,2.19E+12,21.229,5.602,5.119,0.483,middle,mid-sub-WT1-sam-1-1
4392,8859.781,332.497,1.53216E+11,-5.052,5.006,4.238,0.768,middle,mid-sub-WT1-sam-1-1
4393,9964.961,338.984,1.80757E+11,-9.158,5.145,4.395,0.75,middle,mid-sub-WT1-sam-1-1
4394,33210.421,586.379,2.27E+12,-8.75,5.689,5.206,0.483,middle,mid-sub-WT1-sam-1-1
4395,13060.381,383.372,3.22499E+11,-23.452,5.164,4.499,0.665,middle,mid-sub-WT1-sam-1-1
4396,139500.279,1924.416,2.79E+15,-87.822,7.6,5.259,2.342,middle,mid-sub-WT1-sam-1-1
4397,29005.236,560.771,1820258495,53.521,5.118,5.099,0.019,middle,mid-sub-WT1-sam-1-1
4398,121111.189,1261.219,4.02E+13,2.003,6.109,5.73,0.379,middle,mid-sub-WT1-sam-1-1
4399,11177.907,344.521,39747021546,-76.034,4.875,4.601,0.274,middle,mid-sub-WT1-sam-1-1
4400,43221.24,684.177,6.62685E+11,75.283,5.696,5.506,0.19,middle,mid-sub-WT1-sam-1-1
4401,8419.543,303.314,69975702056,82.504,5.187,4.584,0.603,middle,mid-sub-WT1-sam-1-1
4402,41338.766,699.561,3.08E+12,88.405,5.735,5.313,0.422,middle,mid-sub-WT1-sam-1-1
4403,83782.712,1009.325,4.76E+12,14.747,6.153,5.952,0.201,middle,mid-sub-WT1-sam-1-1
4404,24829.857,566.182,6.01431E+11,-5.917,5.369,5.005,0.364,middle,mid-sub-WT1-sam-1-1
4405,30587.339,617.146,18236997653,69.925,5.659,5.613,0.046,middle,mid-sub-WT1-sam-1-1
4406,55667.123,868.546,2.18E+13,8.055,6.63,5.85,0.78,middle,mid-sub-WT1-sam-1-1
4407,43954.97,811.955,3.09E+13,-11.404,6.342,4.981,1.362,middle,mid-sub-WT1-sam-1-1
4408,22176.967,539.535,6.30942E+11,58.704,5.631,5.192,0.44,middle,mid-sub-WT1-sam-1-1
4409,17609.503,445.196,1.6239E+11,-67.251,5.25,4.934,0.317,middle,mid-sub-WT1-sam-1-1
4410,31073.435,575.241,1.04E+12,32.28,5.502,5.058,0.445,middle,mid-sub-WT1-sam-1-1
4411,30844.145,548.263,30190704933,-57.317,5.186,5.107,0.079,middle,mid-sub-WT1-sam-1-1
4412,93073.559,1222.609,3.62E+14,-2.211,6.903,5.328,1.575,middle,mid-sub-WT1-sam-1-1
4413,34652.658,694.049,6.83768E+11,0.86,5.968,5.761,0.207,middle,mid-sub-WT1-sam-1-1
4414,120515.034,1228.362,1.13E+14,79.32,6.435,5.764,0.671,middle,mid-sub-WT1-sam-1-1
4415,37814.573,693.656,4.6983E+11,27.013,5.596,5.428,0.168,middle,mid-sub-WT1-sam-1-1
4416,24648.718,494.423,7.027E+11,88.859,5.347,4.854,0.492,middle,mid-sub-WT1-sam-1-1
4417,35278.621,668.326,3.95E+12,21.61,5.837,5.246,0.591,middle,mid-sub-WT1-sam-1-1
4418,400281.422,2530.483,7.00E+14,21.575,6.19,5.866,0.323,middle,mid-sub-WT1-sam-1-1
4419,195254.533,1568.296,2.58E+14,-3.541,6.739,6.184,0.555,middle,mid-sub-WT1-sam-1-1
4420,36973.077,633.884,1.94064E+11,41.603,5.672,5.551,0.121,middle,mid-sub-WT1-sam-1-1
4421,75844.678,1019.083,3.75E+13,-9.752,6.437,5.794,0.643,middle,mid-sub-WT1-sam-1-1
4422,87566.004,1032.451,8.01259E+11,79.908,6.076,5.991,0.084,middle,mid-sub-WT1-sam-1-1
4423,54924.222,866.62,1.73E+13,83.708,6.069,5.412,0.657,middle,mid-sub-WT1-sam-1-1
4424,39440.242,678.424,9.74E+12,-9.929,6.009,5.108,0.901,middle,mid-sub-WT1-sam-1-1
4425,72212.718,944.321,7.70032E+11,-23.818,6.018,5.913,0.104,middle,mid-sub-WT1-sam-1-1
4426,75505.329,950.163,4.31341E+11,-47.921,5.959,5.887,0.072,middle,mid-sub-WT1-sam-1-1
4427,47197.136,766.187,5.97E+12,-7.379,5.824,5.306,0.518,middle,mid-sub-WT1-sam-1-1
4428,5097.126,238.399,22965973713,-72.567,4.653,4.002,0.651,middle,mid-sub-WT1-sam-1-1
4429,123562.303,1200.738,2.89E+13,73.974,6.378,6.048,0.33,middle,mid-sub-WT1-sam-1-1
4430,81554.009,1031.17,4.97E+13,-6.745,6.682,5.817,0.864,middle,mid-sub-WT1-sam-1-1
4431,48907.642,781.786,2.25E+12,83.341,5.898,5.6,0.297,middle,mid-sub-WT1-sam-1-1
4432,70369.224,921.474,1.52E+13,35.151,6.088,5.607,0.481,middle,mid-sub-WT1-sam-1-1
4433,11556.236,391.507,7.81521E+11,9.135,5.796,4.671,1.125,middle,mid-sub-WT1-sam-1-1
4434,64384.744,904.153,2.30E+12,26.574,5.96,5.755,0.205,middle,mid-sub-WT1-sam-1-1
4435,29131.345,656.973,8.12E+12,-4.725,6.09,5.144,0.946,middle,mid-sub-WT1-sam-1-1
4436,66448.358,870.383,1.68E+12,64.905,5.898,5.715,0.182,middle,mid-sub-WT1-sam-1-1
4437,11923.101,337.121,57095516979,68.103,4.855,4.42,0.436,middle,mid-sub-WT1-sam-1-1
4438,60546.423,881.825,1.92E+12,-37.977,5.762,5.558,0.204,middle,mid-sub-WT1-sam-1-1
4439,13447.882,374.134,63426030988,-9.933,4.94,4.624,0.317,middle,mid-sub-WT1-sam-1-1
4440,67044.513,856.254,6.1289E+11,83.036,5.682,5.583,0.099,middle,mid-sub-WT1-sam-1-1
4441,105611.158,1166.753,2.23E+13,67.763,6.029,5.65,0.379,middle,mid-sub-WT1-sam-1-1
4442,79907.704,932.244,1.65E+13,55.927,6.076,5.571,0.505,middle,mid-sub-WT1-sam-1-1
4443,38406.142,646.885,1.88623E+11,50.572,5.633,5.505,0.128,middle,mid-sub-WT1-sam-1-1
4444,4622.494,248.676,26268898461,2.232,5.697,4.849,0.848,middle,mid-sub-WT1-sam-1-1
4445,42363.694,710.94,2.46E+12,67.079,5.435,5.04,0.395,middle,mid-sub-WT1-sam-1-1
4446,7406.08,320.015,3.99024E+11,0.454,5.556,4.338,1.217,middle,mid-sub-WT1-sam-1-1
4447,21768.831,470.284,2.92266E+11,48.575,5.084,4.761,0.323,middle,mid-sub-WT1-sam-1-1
4448,5055.853,236.777,1471768841,-20.161,4.665,4.491,0.174,middle,mid-sub-WT1-sam-1-1
4449,30286.969,582.338,3.19935E+11,29.044,5.52,5.28,0.24,middle,mid-sub-WT1-sam-1-1
4450,37546.303,649.027,5.06424E+11,41.504,5.442,5.222,0.221,middle,mid-sub-WT1-sam-1-1
4451,58271.862,796.204,1.31E+13,-14.237,5.898,5.265,0.632,middle,mid-sub-WT1-sam-1-1
4452,62779.711,901.796,4.44E+12,10.84,5.981,5.693,0.288,middle,mid-sub-WT1-sam-1-1
4453,43670.649,723.521,6.68E+12,-12.496,5.835,5.106,0.729,middle,mid-sub-WT1-sam-1-1
4454,56130.29,798.004,2.99347E+11,44.812,5.704,5.614,0.09,middle,mid-sub-WT1-sam-1-1
4455,5296.608,243.201,14234859750,71.448,5.031,4.622,0.409,middle,mid-sub-WT1-sam-1-1
4456,99273.571,1144.756,9.77E+13,-88.233,6.425,5.772,0.653,middle,mid-sub-WT1-sam-1-1
4457,66063.15,884.854,3.96E+12,-79.381,5.806,5.508,0.298,middle,mid-sub-WT1-sam-1-1
4458,14128.874,377.378,77607580681,49.645,4.795,4.53,0.265,middle,mid-sub-WT1-sam-1-1
4459,39013.761,729.756,2.19E+13,-5.325,6.42,5.265,1.155,middle,mid-sub-WT1-sam-1-1
4460,15302.841,379.063,1.49387E+11,83.815,4.972,4.522,0.449,middle,mid-sub-WT1-sam-1-1
4461,55855.141,847.714,2.33E+12,6.998,5.842,5.613,0.229,middle,mid-sub-WT1-sam-1-1
4462,67411.377,869.407,1.42E+13,65.351,5.971,5.407,0.564,middle,mid-sub-WT1-sam-1-1
4463,51533.017,778.49,5.89179E+11,-11.196,5.634,5.474,0.16,middle,mid-sub-WT1-sam-1-1
4464,8015.992,308.269,1.04786E+11,86.628,5.119,4.411,0.708,middle,mid-sub-WT1-sam-1-1
4465,48047.803,746.305,5.69E+12,-5.134,5.963,5.474,0.489,middle,mid-sub-WT1-sam-1-1
4466,43079.08,672.646,1.37E+12,-4.555,5.535,5.197,0.339,middle,mid-sub-WT1-sam-1-1
4467,196946.696,2393.776,6.56E+15,89.039,8.063,5.488,2.575,middle,mid-sub-WT1-sam-1-1
4468,278729.995,2091.775,9.19E+14,82.111,6.489,5.849,0.64,middle,mid-sub-WT1-sam-1-1
4469,23525.195,486.161,2.12505E+11,-29.486,5.249,4.976,0.274,middle,mid-sub-WT1-sam-1-1
4470,59587.989,858.054,8.65E+12,14.693,6.012,5.592,0.42,middle,mid-sub-WT1-sam-1-1
4471,50544.776,834.866,2.76E+12,77.739,5.957,5.674,0.283,middle,mid-sub-WT1-sam-1-1
4472,90248.701,1030.283,8.05282E+11,-40.509,5.87,5.793,0.077,middle,mid-sub-WT1-sam-1-1
4473,35189.198,666.489,3.91E+12,1.922,6.016,5.488,0.528,middle,mid-sub-WT1-sam-1-1
4474,17744.784,462.999,9.52318E+11,77.397,5.38,4.689,0.691,middle,mid-sub-WT1-sam-1-1
4475,33912.05,583.933,2.02E+12,78.944,5.316,4.777,0.539,middle,mid-sub-WT1-sam-1-1
4476,47619.03,796.23,8.31E+12,-12.768,5.941,5.305,0.636,middle,mid-sub-WT1-sam-1-1
4477,20746.195,505.702,2.01188E+11,1.007,5.474,5.205,0.269,middle,mid-sub-WT1-sam-1-1
4478,42262.806,685.368,2.84E+12,-25.389,5.732,5.297,0.435,middle,mid-sub-WT1-sam-1-1
4479,79646.313,960.413,1.49E+13,-5.719,6.116,5.744,0.372,middle,mid-sub-WT1-sam-1-1
