 ,Image,Area,X,Y,Perim.,Circ.,AR,Round,Solidity,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Eccentr.,Hu0,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Ext.,Disp.,Elong.,CutAngle
38,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,16235.078,786.364,596.970,429.642,1.000,1.529,0.654,1.619,0,1,209100,784.669,952.212,1072.761,2309.704,455.460,0.123,0.060,-1.439,-1.263,71.816,493434705516.858,0.016,5.397E-5,8.739E-8,4.532E-9,8.698E-17,-1.772E-12,-2.384E-17,5.236,4.529,0.707,62.088
39,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,35514.233,509.848,513.636,667.082,1.000,1.868,0.535,1.689,0,1,325125,504.431,1044.301,1722.853,6329.617,1106.767,0.027,-0.208,-1.262,-1.311,77.168,8.493E12,0.025,2.471E-4,8.210E-7,3.265E-7,1.624E-13,4.963E-9,4.713E-14,6.019,4.939,1.081,66.505
40,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,9421.488,263.636,580.303,312.284,1.000,1.407,0.711,1.595,0,1,148920,261.249,969.163,681.876,1363.060,2.290,0.082,-0.081,-1.422,-1.433,89.807,69103721120.434,0.014,2.092E-5,1.034E-7,1.956E-8,8.528E-16,4.532E-11,-2.174E-16,4.874,4.375,0.500,44.607
41,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,59807.163,381.061,446.970,859.005,1.000,1.071,0.934,1.410,0,1,462060,378.637,1107.251,6849.720,6480.610,1194.523,0.003,-0.025,-1.438,-1.526,40.609,2.700E12,0.029,2.737E-5,1.597E-7,6.255E-9,2.653E-17,-2.878E-11,1.959E-16,5.771,5.506,0.265,52.370
42,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,48778.696,871.212,431.818,721.234,1.000,1.297,0.771,1.790,0,1,460275,871.769,1116.582,3350.612,6468.568,870.272,-0.044,0.107,-1.244,-1.442,75.414,5.869E12,0.021,6.019E-5,5.387E-7,5.529E-8,-5.215E-16,9.475E-11,9.528E-15,5.543,4.993,0.550,66.463
43,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,24173.554,953.788,422.727,523.492,1.000,1.605,0.623,1.501,0,1,230775,958.672,1126.892,1527.868,4055.414,359.001,-0.110,-0.054,-1.245,-1.360,82.071,1.593E12,0.024,1.296E-4,1.396E-7,2.034E-8,9.817E-16,1.510E-10,4.585E-16,5.833,5.096,0.737,60.290
44,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,56179.982,1223.485,396.970,753.223,1.000,1.059,0.944,1.548,0,1,476340,1209.183,1150.205,6504.263,5547.544,-1099.474,0.153,-4.931E-4,-1.510,-1.499,-33.244,2.739E12,0.025,2.534E-5,5.853E-8,7.274E-8,4.714E-15,2.668E-10,-5.546E-16,5.603,5.312,0.291,25.464
45,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,20103.306,49.242,405.303,542.004,0.860,2.206,0.453,1.292,0,1,199665,64.106,1138.118,741.053,5903.146,175.501,-0.753,0.162,-0.693,-1.569,88.055,5.345E12,0.033,6.715E-4,2.791E-6,1.401E-6,1.865E-12,4.523E-9,-2.049E-12,6.567,5.064,1.503,64.131
46,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,9550.046,1519.697,430.303,373.347,0.861,2.600,0.385,1.540,0,1,111435,1513.205,1120.430,210.582,2441.572,-8.418,0.418,-0.057,-0.880,-1.374,-89.784,554679095603.172,0.024,4.008E-4,4.610E-6,5.829E-7,-8.955E-13,-1.095E-8,-3.334E-13,6.134,4.366,1.768,67.935
47,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,100955.005,204.545,318.939,1128.245,0.997,1.299,0.770,1.491,0,1,679830,198.027,1238.538,9031.880,13862.977,947.515,0.091,-0.111,-1.568,-1.404,79.291,1.831E13,0.034,5.827E-5,8.370E-7,2.761E-8,-6.039E-16,6.407E-11,-4.153E-15,6.049,5.716,0.333,57.330
